symbol,name,price,exchange
ALRM,Alarm.com Holdings Inc,101.71,Nasdaq Global Select
MKTX,Marketaxess Holdings Inc,576.43,Nasdaq Global Select
WTFCM,Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,27.835,Nasdaq Global Select
LSCC,Lattice Semiconductor Corp,46.685,Nasdaq Global Select
ECPG,Encore Capital Group Inc,37.98,Nasdaq Global Select
BKNG,Booking Holdings Inc,2164.23,Nasdaq Global Select
CSTE,Caesarstone Ltd,12.38,Nasdaq Global Select
RUSHB,Rush Enterprises Inc. Class B Common Stock,38.37,Nasdaq Global Select
IRCP,IRSA Propiedades Comerciales S.A.,9.47,Nasdaq Global Select
BOFI,BofI Holding Inc.,34.4,Nasdaq Global Select
MIND,Mitcham Industries Inc,2.2371,Nasdaq Global Select
QNST,Quinstreet Inc,21.46,Nasdaq Global Select
MSTR,MicroStrategy Inc,434.88,Nasdaq Global Select
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,42.69,Nasdaq Global Select
VREX,Varex Imaging Corp,16.875,Nasdaq Global Select
LTXB,LegacyTexas Financial Group Inc.,38.05,Nasdaq Global Select
DBVT,DBV Technologies S.A.,2.71,Nasdaq Global Select
BCRX,BioCryst Pharmaceuticals Inc,7.485,Nasdaq Global Select
ASNA,Ascena Retail Group Inc,0.6063,Nasdaq Global Select
TOWN,Towne Bank,23.23,Nasdaq Global Select
CBPO,China Biologic Products Holdings Inc,117.98,Nasdaq Global Select
JKHY,Jack Henry & Associates Inc,158.63,Nasdaq Global Select
EPAY,Bottomline Technologies (DE) Inc,53.505,Nasdaq Global Select
VRSK,Verisk Analytics Inc,207.41,Nasdaq Global Select
ICLR,ICON PLC,200.15,Nasdaq Global Select
VRA,Vera Bradley Inc,7.69,Nasdaq Global Select
SNHY,Sun Hydraulics Corporation,44.71,Nasdaq Global Select
AXTI,AXT Inc,10.25,Nasdaq Global Select
OSUR,OraSure Technologies Inc,10.72,Nasdaq Global Select
CSWC,Capital Southwest Corp,18.02,Nasdaq Global Select
NVCR,Novocure Ltd,168.298,Nasdaq Global Select
PCH,PotlatchDeltic Corp,50.3,Nasdaq Global Select
CPTAL,Capitala Finance Corp. 6% Notes Due 2022,24.2,Nasdaq Global Select
SAFM,Sanderson Farms Inc,130.195,Nasdaq Global Select
COWNZ,Cowen Inc. 7.35% Senior Notes Due 2027,25.23,Nasdaq Global Select
RMBS,Rambus Inc,17.97,Nasdaq Global Select
GMLP,Golar LNG Partners LP,2.5,Nasdaq Global Select
TAST,Carrols Restaurant Group Inc,6.09,Nasdaq Global Select
OTEX,Open Text Corp,45.765,Nasdaq Global Select
FHB,First Hawaiian Inc,23.62,Nasdaq Global Select
CSWCL,Capital Southwest Corporation 5.95% Notes due 2022,25.12,Nasdaq Global Select
KTWO,K2M Group Holdings Inc.,27.5,Nasdaq Global Select
DLTH,Duluth Holdings Inc,10.572,Nasdaq Global Select
FFBC,First Financial Bancorp,17.59,Nasdaq Global Select
AZPN,Aspen Technology Inc,131.22,Nasdaq Global Select
IRBT,iRobot Corp,82.36,Nasdaq Global Select
SBLK,Star Bulk Carriers Corp,9.005,Nasdaq Global Select
DISCB,Discovery Communications Inc. Series B Common Stock,32.6,Nasdaq Global Select
CWST,Casella Waste Systems Inc,61.34,Nasdaq Global Select
UMBF,UMB Financial Corp,68.6,Nasdaq Global Select
SOHU,Sohu.com Ltd,16.47,Nasdaq Global Select
DHXM,DHX Media Ltd.,1.11,Nasdaq Global Select
FGEN,FibroGen Inc,38.095,Nasdaq Global Select
FTR,Frontier Communications Corporation,0.26,Nasdaq Global Select
DGICB,Donegal Group Inc. Class B Common Stock,12.4,Nasdaq Global Select
OCSL,Oaktree Specialty Lending Corp,5.61,Nasdaq Global Select
ACHN,Achillion Pharmaceuticals Inc.,6.76,Nasdaq Global Select
DEST,Destination Maternity Corporation,0.11,Nasdaq Global Select
HTLF,Heartland Financial USA Inc,40.355,Nasdaq Global Select
BLKB,Blackbaud Inc,57.19,Nasdaq Global Select
HLIT,Harmonic Inc,7.31,Nasdaq Global Select
IPAR,Inter Parfums Inc,60.4966,Nasdaq Global Select
CRTO,Criteo SA,20.97,Nasdaq Global Select
ZUMZ,Zumiez Inc,36.09,Nasdaq Global Select
BAND,Bandwidth Inc,159.883,Nasdaq Global Select
ABMD,ABIOMED Inc,328.19,Nasdaq Global Select
NDSN,Nordson Corp,201.3,Nasdaq Global Select
ALSK,Alaska Communications Systems Group Inc,3.265,Nasdaq Global Select
BATRK,Liberty Media Corporation Series C Liberty Braves Common Stock,25.63,Nasdaq Global Select
SANM,Sanmina Corp,32.27,Nasdaq Global Select
FOSL,Fossil Group Inc,8.61,Nasdaq Global Select
MGI,MoneyGram International Inc,5.555,Nasdaq Global Select
ELGX,Endologix Inc.,0.22,Nasdaq Global Select
INOV,Inovalon Holdings Inc,18.42,Nasdaq Global Select
GOV,Government Properties Income Trust,6.89,Nasdaq Global Select
MYOK,MyoKardia Inc,224.91,Nasdaq Global Select
PLYA,Playa Hotels & Resorts NV,5.49,Nasdaq Global Select
CSFL,CenterState Bank Corporation,18.14,Nasdaq Global Select
CFFN,Capitol Federal Financial Inc,12.43,Nasdaq Global Select
HSII,Heidrick & Struggles International Inc,29.58,Nasdaq Global Select
LOPE,Grand Canyon Education Inc,91.495,Nasdaq Global Select
GOLD,Barrick Gold Corp,24.5075,Nasdaq Global Select
SMTC,Semtech Corp,73.34,Nasdaq Global Select
SCHN,Schnitzer Steel Industries Inc,32.13,Nasdaq Global Select
RARE,Ultragenyx Pharmaceutical Inc,136.765,Nasdaq Global Select
HSON,Hudson Global Inc,10.51,Nasdaq Global Select
BPOPM,Popular Inc. Popular Capital Trust II,25.46,Nasdaq Global Select
BPFHW,Boston Private Financial Holdings Inc. Warrants to purchase 1 share of common stock @ $8.00/share,7.05,Nasdaq Global Select
BPFHP,Boston Private Financial Holdings Inc. Depositary Shares representing 1/40th Interest in a Share of 6.95% Non-Cumulative Perpetual Preferred Stock Series D,24.98,Nasdaq Global Select
FPRX,Five Prime Therapeutics Inc,18.19,Nasdaq Global Select
SMCI,Super Micro Computer Inc,31.79,Nasdaq Global Select
BOKFL,BOK Financial Corporation 5.375% Subordinated Notes due 2056,25.52,Nasdaq Global Select
BOFIL,BofI Holding Inc. 6.25% Subordinated Notes Due 2026,25.95,Nasdaq Global Select
ODFL,Old Dominion Freight Line Inc,194.54,Nasdaq Global Select
CFMS,Conformis Inc,0.6655,Nasdaq Global Select
WLTW,Willis Towers Watson PLC,207.4,Nasdaq Global Select
CDXS,Codexis Inc,21.58,Nasdaq Global Select
BPOPN,Popular Inc. Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities,25.49,Nasdaq Global Select
DIOD,Diodes Inc,71.99,Nasdaq Global Select
CATYW,Cathay General Bancorp Warrant,22.21,Nasdaq Global Select
AMCX,AMC Networks Inc,34.86,Nasdaq Global Select
KOPN,Kopin Corp,2.55,Nasdaq Global Select
CMFN,CM Finance Inc,7.21,Nasdaq Global Select
AIMT,Aimmune Therapeutics Inc,34.49,Nasdaq Global Select
OSBC,Old Second Bancorp Inc,10.14,Nasdaq Global Select
BRKL,Brookline Bancorp Inc,11.99,Nasdaq Global Select
UNFI,United Natural Foods Inc,16.28,Nasdaq Global Select
SATS,EchoStar Corp,20.735,Nasdaq Global Select
KANG,iKang Healthcare Group Inc.,20.54,Nasdaq Global Select
CHSCP,CHS Inc 8%  Cumulative Redeemable Preferred Stock,29.45,Nasdaq Global Select
CHSCO,CHS Inc Class B Cumulative Redeemable Preferred Stock,28.515,Nasdaq Global Select
SLGN,Silgan Holdings Inc,36.98,Nasdaq Global Select
CHMA,Chiasma Inc,4.335,Nasdaq Global Select
CHKE,Cherokee Inc.,0.85,Nasdaq Global Select
IBKR,Interactive Brokers Group Inc,61.14,Nasdaq Global Select
ROCK,Gibraltar Industries Inc,74.51,Nasdaq Global Select
RNWK,RealNetworks Inc,1.5673,Nasdaq Global Select
ASTE,Astec Industries Inc,57.55,Nasdaq Global Select
AVXS,AveXis Inc.,217.94,Nasdaq Global Select
ACET,Aceto Corporation,14.14,Nasdaq Global Select
CGO,Calamos Global Total Return Fund,14.7981,Nasdaq Global Select
DMRC,Digimarc Corp,46.45,Nasdaq Global Select
CUTR,Cutera Inc,24.9154,Nasdaq Global Select
CCNE,CNB Financial Corp,21.02,Nasdaq Global Select
CBSHP,Commerce Bancshares Inc. Depositary Shares each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock,25.0,Nasdaq Global Select
UEPS,Net 1 UEPS Technologies Inc,4.765,Nasdaq Global Select
CNTF,China TechFaith Wireless Communication Technology Limited,0.66,Nasdaq Global Select
BECN,Beacon Roofing Supply Inc,40.07,Nasdaq Global Select
MAR,Marriott International Inc,125.89,Nasdaq Global Select
GBLIL,Global Indemnity Limited 7.875% Subordinated Notes due 2047,26.2,Nasdaq Global Select
DISH,DISH Network Corp,31.9,Nasdaq Global Select
PFIS,Peoples Financial Services Corp,37.23,Nasdaq Global Select
XEL,Xcel Energy Inc,66.03,Nasdaq Global Select
NTNX,Nutanix Inc,32.035,Nasdaq Global Select
HQY,Healthequity Inc,69.26,Nasdaq Global Select
ARCC,Ares Capital Corp,16.61,Nasdaq Global Select
PATI,Patriot Transportation Holding Inc,8.6786,Nasdaq Global Select
SFIX,Stitch Fix Inc,57.57,Nasdaq Global Select
NWS,News Corporation,17.89,Nasdaq Global Select
OXLCO,Oxford Lane Capital Corp. Term Preferred Shares 7.50% Series 2023,25.1577,Nasdaq Global Select
OXLCM,Oxford Lane Capital Corp. 6.75% Series 2024 Term Preferred Stock,24.1675,Nasdaq Global Select
PHII,PHI Inc.,1.2,Nasdaq Global Select
NVAX,Novavax Inc,112.435,Nasdaq Global Select
OSBCP,Old Second Bancorp Inc. 7.80% Cumulative Trust Preferred Securities,10.12,Nasdaq Global Select
NTCT,Netscout Systems Inc,27.375,Nasdaq Global Select
NYMT,New York Mortgage Trust Inc,3.54,Nasdaq Global Select
NAVI,Navient Corp,10.01,Nasdaq Global Select
TTWO,Take-Two Interactive Software Inc,207.85,Nasdaq Global Select
KLAC,KLA Corp,268.5,Nasdaq Global Select
GOOG,Alphabet Inc.,1745.81,Nasdaq Global Select
HSIC,Henry Schein Inc,67.785,Nasdaq Global Select
OHAI,OHA Investment Corporation,1.315,Nasdaq Global Select
LBTYK,Liberty Global plc,23.81,Nasdaq Global Select
MEOH,Methanex Corp,46.26,Nasdaq Global Select
DXCM,DexCom Inc,368.265,Nasdaq Global Select
SABR,Sabre Corp,11.472,Nasdaq Global Select
AMTD,TD Ameritrade Holding Corp,39.97,Nasdaq Global Select
CTXS,Citrix Systems Inc,128.58,Nasdaq Global Select
QTRH,Quarterhill Inc.,1.2,Nasdaq Global Select
QRTEB,Liberty Interactive Corporation Series B QVC Group Common Stock,10.69,Nasdaq Global Select
OZRK,Bank of the Ozarks,41.24,Nasdaq Global Select
ENDP,Endo International PLC,7.745,Nasdaq Global Select
YNDX,Yandex NV,70.49,Nasdaq Global Select
GOOGL,Alphabet Inc,1749.23,Nasdaq Global Select
CGNX,Cognex Corp,81.195,Nasdaq Global Select
AMGN,Amgen Inc,227.77,Nasdaq Global Select
QADB,QAD Inc.,48.01,Nasdaq Global Select
FSLR,First Solar Inc,104.84,Nasdaq Global Select
SLM,SLM Corp,12.28,Nasdaq Global Select
ODP,ODP Corp,29.71,Nasdaq Global Select
TLGT,Teligent Inc (NEW JERSEY),0.686,Nasdaq Global Select
PDCO,Patterson Companies Inc,29.22,Nasdaq Global Select
Z,Zillow Group Inc.,130.45,Nasdaq Global Select
CME,CME Group Inc,180.88,Nasdaq Global Select
PTNR,Partner Communications Company Ltd.,5.31,Nasdaq Global Select
PPBI,Pacific Premier Bancorp Inc,31.64,Nasdaq Global Select
PROV,Provident Financial Holdings Inc,15.47,Nasdaq Global Select
ETFC,E*Trade Financial Corp,49.26,Nasdaq Global Select
PEGI,Pattern Energy Group Inc.,26.74,Nasdaq Global Select
FNSR,Finisar Corporation,22.61,Nasdaq Global Select
WEN,Wendys Co,21.51,Nasdaq Global Select
CTSH,Cognizant Technology Solutions Corp,80.79,Nasdaq Global Select
HOLX,Hologic Inc,74.1896,Nasdaq Global Select
GIII,G-III Apparel Group Ltd,23.1417,Nasdaq Global Select
OCSLL,Oaktree Specialty Lending Corporation 6.125% senior notes due 2028,25.14,Nasdaq Global Select
SFM,Sprouts Farmers Market Inc,20.07,Nasdaq Global Select
OBSV,Obseva SA,2.175,Nasdaq Global Select
ARRS,ARRIS International plc,31.64,Nasdaq Global Select
CDNS,Cadence Design Systems Inc,137.94,Nasdaq Global Select
MDRX,Allscripts Healthcare Solutions Inc,14.4,Nasdaq Global Select
ISBC,Investors Bancorp Inc,10.56,Nasdaq Global Select
NTAP,NetApp Inc,65.73,Nasdaq Global Select
BBBY,Bed Bath & Beyond Inc,18.245,Nasdaq Global Select
LXRX,Lexicon Pharmaceuticals Inc,3.405,Nasdaq Global Select
VIAV,Viavi Solutions Inc,14.91,Nasdaq Global Select
SHOO,Steven Madden Ltd,34.37,Nasdaq Global Select
CONE,CyrusOne Inc,71.85,Nasdaq Global Select
LOGM,LogMeIn Inc,86.04,Nasdaq Global Select
RUN,Sunrun Inc,71.02,Nasdaq Global Select
MINDP,Mitcham Industries Inc. Series A 9.00% Series A Cumulative Preferred Stock,22.95,Nasdaq Global Select
HA,Hawaiian Holdings Inc,17.225,Nasdaq Global Select
PBCT,People's United Financial Inc,12.85,Nasdaq Global Select
UCBI,United Community Banks Inc,28.34,Nasdaq Global Select
LBTYA,Liberty Global PLC,24.48,Nasdaq Global Select
CBSH,Commerce Bancshares Inc,65.6751,Nasdaq Global Select
MITL,Mitel Networks Corporation,11.15,Nasdaq Global Select
MFINL,Medallion Financial Corp. 9.000% Notes due 2021,25.2,Nasdaq Global Select
TSCO,Tractor Supply Co,140.75,Nasdaq Global Select
TRUE,TrueCar Inc,4.28,Nasdaq Global Select
URBN,Urban Outfitters Inc,24.875,Nasdaq Global Select
MESO,Mesoblast Limited,8.6,Nasdaq Global Select
ROKU,Roku Inc,328.045,Nasdaq Global Select
AKAM,Akamai Technologies Inc,106.02,Nasdaq Global Select
NXPI,NXP Semiconductors NV,165.26,Nasdaq Global Select
CERN,Cerner Corp,77.93,Nasdaq Global Select
MPVDF,Mountain Province Diamonds Inc,0.48238,Nasdaq Global Select
QRVO,Qorvo Inc,169.16,Nasdaq Global Select
DOX,Amdocs Ltd,70.38,Nasdaq Global Select
NYMTO,New York Mortgage Trust Inc. 7.875% Series C Cumulative Redeemable Preferred Stock,22.8155,Nasdaq Global Select
NYMTN,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,22.51,Nasdaq Global Select
HMHC,Houghton Mifflin Harcourt Co,3.28,Nasdaq Global Select
NMRK,Newmark Group Inc,6.9933,Nasdaq Global Select
OPK,OPKO Health Inc,4.2,Nasdaq Global Select
NRCIB,National Research Corporation Common Stock,53.0,Nasdaq Global Select
AOBC,American Outdoor Brands Corporation,11.82,Nasdaq Global Select
NUAN,Nuance Communications Inc,43.62,Nasdaq Global Select
NICK,Nicholas Financial Inc,8.42,Nasdaq Global Select
GT,Goodyear Tire & Rubber Co,10.505,Nasdaq Global Select
EA,Electronic Arts Inc,141.27,Nasdaq Global Select
GPRO,GoPro Inc,8.1544,Nasdaq Global Select
NCTY,The9 Ltd,6.4699,Nasdaq Global Select
VRTX,Vertex Pharmaceuticals Inc,231.51,Nasdaq Global Select
INFO,IHS Markit Ltd,91.94,Nasdaq Global Select
YY,JOYY Inc,79.26,Nasdaq Global Select
FWONK,Liberty Media Corporation Series C,41.15,Nasdaq Global Select
ILG,ILG Inc,34.17,Nasdaq Global Select
HOMB,Home BancShares Inc,19.57,Nasdaq Global Select
NKTR,Nektar Therapeutics,17.4632,Nasdaq Global Select
MTGEP,MTGE Investment Corp. 8.125% Series A Cumulative Redeemable Preferred Stock,25.81,Nasdaq Global Select
MTEX,Mannatech Inc,18.45,Nasdaq Global Select
MRBK,Meridian Corp,21.34,Nasdaq Global Select
WIN,Windstream Holdings Inc.,0.34,Nasdaq Global Select
MCEP,Mid-Con Energy Partners LP,4.01,Nasdaq Global Select
LRCX,Lam Research Corp,489.874,Nasdaq Global Select
MNST,Monster Beverage Corp,91.5,Nasdaq Global Select
VEON,VEON Ltd.,1.5372,Nasdaq Global Select
FLEX,Flex Ltd,18.1,Nasdaq Global Select
FOXA,Fox Corp,28.87,Nasdaq Global Select
CVLT,Commvault Systems Inc,55.49,Nasdaq Global Select
MAT,Mattel Inc,17.24,Nasdaq Global Select
MIK,Michaels Companies Inc,12.77,Nasdaq Global Select
AABA,Altaba Inc.,19.63,Nasdaq Global Select
PYPL,PayPal Holdings Inc,236.94,Nasdaq Global Select
CTRP,Ctrip.com International Ltd.,35.97,Nasdaq Global Select
MDLZ,Mondelez International Inc,58.17,Nasdaq Global Select
NVDA,NVIDIA Corp,543.09,Nasdaq Global Select
ATVI,Activision Blizzard Inc,91.16,Nasdaq Global Select
WDC,Western Digital Corp,54.31,Nasdaq Global Select
TZOO,Travelzoo,9.13,Nasdaq Global Select
DISCA,Discovery Inc,30.22,Nasdaq Global Select
FITB,Fifth Third Bancorp,27.44,Nasdaq Global Select
PTEN,Patterson-UTI Energy Inc,5.39,Nasdaq Global Select
JBLU,JetBlue Airways Corp,14.2185,Nasdaq Global Select
EBAY,eBay Inc,51.5,Nasdaq Global Select
HBAN,Huntington Bancshares Inc,12.59,Nasdaq Global Select
TRMD,Torm PLC,7.4612,Nasdaq Global Select
MRVL,Marvell Technology Group Ltd,48.33,Nasdaq Global Select
WBA,Walgreens Boots Alliance Inc,40.22,Nasdaq Global Select
DISCK,Discovery Communications Inc.,26.23,Nasdaq Global Select
ON,ON Semiconductor Corp,33.5096,Nasdaq Global Select
GILD,Gilead Sciences Inc,58.63,Nasdaq Global Select
USAP,Universal Stainless & Alloy Products Inc,7.3205,Nasdaq Global Select
GERN,Geron Corp,1.63,Nasdaq Global Select
CMCSA,Comcast Corp,50.965,Nasdaq Global Select
ZIONZ,Zions Bancorporation Warrants,13.55,Nasdaq Global Select
INTC,Intel Corp,50.9,Nasdaq Global Select
YRIV,Yangtze River Port and Logistics Ltd,0.66,Nasdaq Global Select
MU,Micron Technology Inc,77.39,Nasdaq Global Select
AAPL,Apple Inc,130.8,Nasdaq Global Select
MSFT,Microsoft Corp,220.42,Nasdaq Global Select
SIRI,Sirius XM Holdings Inc,6.211,Nasdaq Global Select
CZR,Caesars Entertainment Inc,72.975,Nasdaq Global Select
FB,Facebook Inc,272.178,Nasdaq Global Select
XBIT,XBiotech Inc,16.1735,Nasdaq Global Select
GSM,Ferroglobe PLC,1.67,Nasdaq Global Select
WTFCW,Wintrust Financial Corporation Warrants,59.6,Nasdaq Global Select
WHFBL,WhiteHorse Finance Inc. 6.50% Senior Notes due 2020,25.16,Nasdaq Global Select
JD,JD.com Inc.,87.91,Nasdaq Global Select
AVGO,Broadcom Inc,438.46,Nasdaq Global Select
WAFDW,Washington Federal Inc. Warrants 11/14/2018,19.99,Nasdaq Global Select
VVUS,VIVUS Inc.,0.4665,Nasdaq Global Select
VRTSP,Virtus Investment Partners Inc. 7.25% Series D Mandatory Convertible Preferred Stock,100.25,Nasdaq Global Select
AMAT,Applied Materials Inc,88.83,Nasdaq Global Select
ZNGA,Zynga Inc,9.85,Nasdaq Global Select
QCOM,Qualcomm Inc,153.155,Nasdaq Global Select
CSCO,Cisco Systems Inc,43.945,Nasdaq Global Select
GRPN,Groupon Inc,36.0,Nasdaq Global Select
USLM,United States Lime & Minerals Inc,115.5,Nasdaq Global Select
TXN,Texas Instruments Inc,167.6,Nasdaq Global Select
OCLR,Oclaro Inc.,8.27,Nasdaq Global Select
TCBIW,Texas Capital Bancshares Inc. Warrants 01/16/2019,68.2636,Nasdaq Global Select
TCBIP,Texas Capital Bancshares Inc. Non Cumulative Preferred Perpetual Stock Series A,25.4819,Nasdaq Global Select
MYL,Mylan NV,15.855,Nasdaq Global Select
XRAY,DENTSPLY SIRONA Inc,53.95,Nasdaq Global Select
SBRAP,Sabra Health Care REIT Inc. 7.125% Preferred Series A,25.39,Nasdaq Global Select
SBNYW,Signature Bank Warrants 12/12/2018,127.865,Nasdaq Global Select
SYMC,Symantec Corporation,19.98,Nasdaq Global Select
SBLKZ,Star Bulk Carriers Corp. 8.30% Senior Notes due 2022,25.65,Nasdaq Global Select
TMUS,T-Mobile US Inc,132.81,Nasdaq Global Select
MOMO,Momo Inc,14.195,Nasdaq Global Select
STX,Seagate Technology PLC,61.69,Nasdaq Global Select
ADBE,Adobe Inc,495.518,Nasdaq Global Select
TSLA,Tesla Inc,739.575,Nasdaq Global Select
CY,Cypress Semiconductor Corporation,23.82,Nasdaq Global Select
BUFF,Blue Buffalo Pet Products Inc.,33.04,Nasdaq Global Select
LKQ,LKQ Corp,35.09,Nasdaq Global Select
CRZO,Carrizo Oil & Gas Inc.,7.83,Nasdaq Global Select
CENX,Century Aluminum Co,11.53,Nasdaq Global Select
PGNX,Progenics Pharmaceuticals Inc.,4.1,Nasdaq Global Select
IMGN,ImmunoGen Inc,6.425,Nasdaq Global Select
LULU,Lululemon Athletica Inc,353.36,Nasdaq Global Select
STLD,Steel Dynamics Inc,37.3535,Nasdaq Global Select
PEP,PepsiCo Inc,144.795,Nasdaq Global Select
COST,Costco Wholesale Corp,379.26,Nasdaq Global Select
ALTR,Altair Engineering Inc,58.705,Nasdaq Global Select
ALXN,Alexion Pharmaceuticals Inc,157.1,Nasdaq Global Select
ADP,Automatic Data Processing Inc,170.58,Nasdaq Global Select
AAL,American Airlines Group Inc,15.2682,Nasdaq Global Select
RIGL,Rigel Pharmaceuticals Inc,3.5315,Nasdaq Global Select
KHC,Kraft Heinz Co,34.55,Nasdaq Global Select
MLCO,Melco Resorts & Entertainment Ltd,18.09,Nasdaq Global Select
TCBIL,Texas Capital Bancshares Inc. 6.50% Subordinated Notes due 2042,25.39,Nasdaq Global Select
ESRX,Express Scripts Holding Company,92.48,Nasdaq Global Select
ETSY,ETSY Inc,177.29,Nasdaq Global Select
AMZN,Amazon.com Inc,3230.2,Nasdaq Global Select
SRCLP,Stericycle Inc. Depository Receipt,45.34,Nasdaq Global Select
SPRO,Spero Therapeutics Inc,18.615,Nasdaq Global Select
SPIL,Siliconware Precision Industries Company Ltd.,8.6,Nasdaq Global Select
SPI,SPI Energy Co Ltd,8.05,Nasdaq Global Select
NFLX,Netflix Inc,528.19,Nasdaq Global Select
ENTG,Entegris Inc,98.76,Nasdaq Global Select
SNHNL,Senior Housing Properties Trust 6.25% Senior Notes Due 2046,16.8,Nasdaq Global Select
CSX,CSX Corp,89.74,Nasdaq Global Select
WYNN,Wynn Resorts Ltd,108.169,Nasdaq Global Select
KDNY,Aduro Biotech Inc,15.56,Nasdaq Global Select
FOX,Twenty-First Century Fox Inc.,28.45,Nasdaq Global Select
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,52.48,Nasdaq Global Select
ZION,Zions Bancorporation NA,43.035,Nasdaq Global Select
SYNH,Syneos Health Inc,68.11,Nasdaq Global Select
PAYX,Paychex Inc,91.1186,Nasdaq Global Select
CELG,Celgene Corporation,108.24,Nasdaq Global Select
BIIB,Biogen Inc,241.72,Nasdaq Global Select
SBUX,Starbucks Corp,104.01,Nasdaq Global Select
SENEB,Seneca Foods Corp. Class B Common Stock,39.56,Nasdaq Global Select
ADSK,Autodesk Inc,305.77,Nasdaq Global Select
BIDU,Baidu Inc,224.161,Nasdaq Global Select
NTRS,Northern Trust Corp,92.75,Nasdaq Global Select
NTRI,NutriSystem Inc,42.91,Nasdaq Global Select
CTRE,CareTrust REIT Inc,21.8,Nasdaq Global Select
MCHP,Microchip Technology Inc,141.905,Nasdaq Global Select
PNFP,Pinnacle Financial Partners Inc,64.5,Nasdaq Global Select
GLPI,Gaming and Leisure Properties Inc,41.25,Nasdaq Global Select
CBOE,Cboe Global Markets Inc,93.255,Nasdaq Global Select
LITE,Lumentum Holdings Inc,98.1,Nasdaq Global Select
ROST,Ross Stores Inc,119.26,Nasdaq Global Select
SIR,Select Income REIT,7.32,Nasdaq Global Select
SFLY,Shutterfly Inc.,50.59,Nasdaq Global Select
PCRX,Pacira Biosciences Inc,59.655,Nasdaq Global Select
HWCC,Houston Wire & Cable Co,2.81,Nasdaq Global Select
HWBK,Hawthorn Bancshares Inc,21.98,Nasdaq Global Select
HURC,Hurco Companies Inc,30.33,Nasdaq Global Select
AKRX,Akorn Inc.,0.09,Nasdaq Global Select
CSIQ,Canadian Solar Inc,53.66,Nasdaq Global Select
CAVM,Cavium Inc.,86.27,Nasdaq Global Select
ILMN,Illumina Inc,371.177,Nasdaq Global Select
HRZN,Horizon Technology Finance Corp,13.05,Nasdaq Global Select
HQCL,Hanwha Q CELLS Co. Ltd.,9.84,Nasdaq Global Select
ISRG,Intuitive Surgical Inc,819.13,Nasdaq Global Select
SPAR,Spartan Motors Inc.,17.08,Nasdaq Global Select
CREE,Cree Inc,114.52,Nasdaq Global Select
COHR,Coherent Inc,153.355,Nasdaq Global Select
FULT,Fulton Financial Corp,12.61,Nasdaq Global Select
UNIT,Uniti Group Inc,11.6,Nasdaq Global Select
CASY,Caseys General Stores Inc,178.712,Nasdaq Global Select
ICHR,Ichor Holdings Ltd,31.54,Nasdaq Global Select
UMPQ,Umpqua Holdings Corp,15.1,Nasdaq Global Select
THRM,Gentherm Inc,64.85,Nasdaq Global Select
WB,Weibo Corp,40.95,Nasdaq Global Select
RYAAY,Ryanair Holdings plc American Depositary Shares each representing five Ordinary Shares,106.26,Nasdaq Global Select
WDAY,Workday Inc,230.99,Nasdaq Global Select
VC,Visteon Corp,125.165,Nasdaq Global Select
INBKL,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes due 2026,25.1,Nasdaq Global Select
ROIC,Retail Opportunity Investments Corp,13.05,Nasdaq Global Select
ACXM,Acxiom Corporation,48.46,Nasdaq Global Select
IMI,Intermolecular Inc.,1.18,Nasdaq Global Select
IIJI,Internet Initiative Japan Inc.,9.93,Nasdaq Global Select
MXIM,Maxim Integrated Products Inc,90.2,Nasdaq Global Select
XCRA,Xcerra Corporation,14.26,Nasdaq Global Select
CSOD,Cornerstone OnDemand Inc,43.14,Nasdaq Global Select
SIVB,SVB Financial Group,388.36,Nasdaq Global Select
IGLD,Internet Gold Golden Lines Ltd.,12.0,Nasdaq Global Select
FIVE,Five Below Inc,172.15,Nasdaq Global Select
LPLA,LPL Financial Holdings Inc,104.6,Nasdaq Global Select
SEIC,SEI Investments Co,56.96,Nasdaq Global Select
FORM,FormFactor Inc,43.8,Nasdaq Global Select
BRKS,Brooks Automation Inc,69.2,Nasdaq Global Select
HTHT,Huazhu Group Ltd,45.47,Nasdaq Global Select
PENN,Penn National Gaming Inc,82.25,Nasdaq Global Select
IBKCO,IBERIABANK Corporation Depositary Shares Representing Series C Fixed to Floating,25.75,Nasdaq Global Select
IONS,Ionis Pharmaceuticals Inc,56.58,Nasdaq Global Select
KRNY,Kearny Financial Corp,10.51,Nasdaq Global Select
SBAC,SBA Communications Corp,281.52,Nasdaq Global Select
BGNE,BeiGene Ltd.,262.6,Nasdaq Global Select
PODD,Insulet Corp,255.04,Nasdaq Global Select
QSII,Quality Systems Inc.,22.37,Nasdaq Global Select
MATW,Matthews International Corp,28.67,Nasdaq Global Select
REGN,Regeneron Pharmaceuticals Inc,484.0,Nasdaq Global Select
GRFS,Grifols S.A.,18.75,Nasdaq Global Select
